,adj_em,adj_o,luck,adj_tempo,sos_adj_em,sos_adj_o,sos_adj_d,nc_sos_adj_em,ncaa_seed,T2_adj_em,T2_adj_o,T2_luck,T2_adj_tempo,T2_sos_adj_em,T2_sos_adj_o,T2_sos_adj_d,T2_nc_sos_adj_em,T2_ncaa_seed,Team1Win
1845,-1.19,110.2,0.028999999999999998,67.2,-0.59,104.9,105.5,1.66,16.0,32.05,118.4,0.02,70.1,2.99,106.2,103.3,1.01,1.0,0.0
1846,23.45,119.7,-0.019,68.4,14.05,112.6,98.6,-0.74,5.0,13.31,114.6,0.055,69.7,1.29,104.5,103.2,-1.12,12.0,1.0
1847,13.31,114.6,0.055,69.7,1.29,104.5,103.2,-1.12,12.0,23.45,119.7,-0.019,68.4,14.05,112.6,98.6,-0.74,5.0,0.0
1848,-6.51,103.1,-0.025,69.3,-6.68,103.4,110.1,-2.98,,16.0,109.7,0.022000000000000002,69.5,8.09,108.9,100.8,-1.81,5.0,1.0
1849,16.0,109.7,0.022000000000000002,69.5,8.09,108.9,100.8,-1.81,5.0,-6.51,103.1,-0.025,69.3,-6.68,103.4,110.1,-2.98,,0.0
1850,15.81,111.3,0.019,65.6,8.32,109.0,100.7,-3.23,8.0,16.53,112.4,-0.048,65.8,11.43,110.1,98.7,6.3,9.0,1.0
1851,16.53,112.4,-0.048,65.8,11.43,110.1,98.7,6.3,9.0,15.81,111.3,0.019,65.6,8.32,109.0,100.7,-3.23,8.0,0.0
1852,19.74,118.1,0.024,67.0,10.24,110.1,99.8,-3.85,5.0,12.61,109.0,0.006999999999999999,63.2,-1.08,103.9,105.0,2.17,12.0,1.0
1853,12.61,109.0,0.006999999999999999,63.2,-1.08,103.9,105.0,2.17,12.0,19.74,118.1,0.024,67.0,10.24,110.1,99.8,-3.85,5.0,0.0
1854,23.12,117.0,0.016,69.1,9.0,109.6,100.6,-2.38,4.0,11.67,111.1,0.053,64.5,-4.42,103.0,107.4,1.65,13.0,1.0
1855,11.67,111.1,0.053,64.5,-4.42,103.0,107.4,1.65,13.0,23.12,117.0,0.016,69.1,9.0,109.6,100.6,-2.38,4.0,0.0
1856,23.67,118.7,0.03,60.2,0.41,104.3,103.9,-4.13,7.0,14.07,110.1,0.026000000000000002,68.8,3.65,105.8,102.2,0.91,10.0,1.0
1857,14.07,110.1,0.026000000000000002,68.8,3.65,105.8,102.2,0.91,10.0,23.67,118.7,0.03,60.2,0.41,104.3,103.9,-4.13,7.0,0.0
1858,29.88,122.4,0.01,64.1,9.33,109.8,100.5,3.55,1.0,-3.86,99.5,0.07400000000000001,66.8,-4.49,102.0,106.5,11.52,16.0,1.0
1859,-3.86,99.5,0.07400000000000001,66.8,-4.49,102.0,106.5,11.52,16.0,29.88,122.4,0.01,64.1,9.33,109.8,100.5,3.55,1.0,0.0
1860,24.29,112.2,-0.03,59.2,11.68,111.5,99.8,2.29,5.0,12.46,118.0,0.039,70.3,0.4,105.1,104.7,2.17,12.0,1.0
1861,12.46,118.0,0.039,70.3,0.4,105.1,104.7,2.17,12.0,24.29,112.2,-0.03,59.2,11.68,111.5,99.8,2.29,5.0,0.0
1862,27.17,116.5,-0.043,69.9,10.84,110.1,99.2,-7.97,4.0,9.38,109.7,0.006,70.0,-3.62,101.4,105.0,0.89,13.0,1.0
1863,9.38,109.7,0.006,70.0,-3.62,101.4,105.0,0.89,13.0,27.17,116.5,-0.043,69.9,10.84,110.1,99.2,-7.97,4.0,0.0
1864,22.99,115.1,-0.003,63.4,10.0,110.6,100.6,-1.29,8.0,13.8,117.3,0.053,68.4,8.23,110.0,101.7,-7.98,9.0,1.0
1865,13.8,117.3,0.053,68.4,8.23,110.0,101.7,-7.98,9.0,22.99,115.1,-0.003,63.4,10.0,110.6,100.6,-1.29,8.0,0.0
1866,16.7,115.7,0.044000000000000004,67.2,11.73,111.2,99.5,5.32,11.0,14.34,113.1,0.061,67.2,7.74,108.3,100.6,-1.1,6.0,1.0
1867,14.34,113.1,0.061,67.2,7.74,108.3,100.6,-1.1,6.0,16.7,115.7,0.044000000000000004,67.2,11.73,111.2,99.5,5.32,11.0,0.0
1868,16.25,116.1,0.086,69.7,8.37,108.6,100.2,-1.55,8.0,13.63,109.4,0.057999999999999996,67.5,9.65,110.2,100.6,-2.11,9.0,1.0
1869,13.63,109.4,0.057999999999999996,67.5,9.65,110.2,100.6,-2.11,9.0,16.25,116.1,0.086,69.7,8.37,108.6,100.2,-1.55,8.0,0.0
1870,24.23,117.1,0.023,63.7,13.08,111.7,98.6,1.67,3.0,7.89,110.5,0.063,67.9,-4.52,101.0,105.6,-4.82,14.0,1.0
1871,7.89,110.5,0.063,67.9,-4.52,101.0,105.6,-4.82,14.0,24.23,117.1,0.023,63.7,13.08,111.7,98.6,1.67,3.0,0.0
1872,22.18,114.9,0.026000000000000002,63.5,4.17,107.1,103.0,-0.47,6.0,17.44,113.0,-0.028999999999999998,66.2,11.56,110.6,99.0,-5.31,11.0,1.0
1873,17.44,113.0,-0.028999999999999998,66.2,11.56,110.6,99.0,-5.31,11.0,22.18,114.9,0.026000000000000002,63.5,4.17,107.1,103.0,-0.47,6.0,0.0
1874,24.17,121.0,0.013999999999999999,68.3,11.43,111.0,99.6,0.03,2.0,2.04,109.7,-0.023,68.1,-2.86,102.4,105.3,-6.78,15.0,1.0
1875,2.04,109.7,-0.023,68.1,-2.86,102.4,105.3,-6.78,15.0,24.17,121.0,0.013999999999999999,68.3,11.43,111.0,99.6,0.03,2.0,0.0
1876,27.45,121.9,0.067,70.2,12.43,111.2,98.8,2.39,1.0,-4.41,97.8,0.131,68.9,-5.31,100.8,106.1,-0.94,16.0,1.0
1877,-4.41,97.8,0.131,68.9,-5.31,100.8,106.1,-0.94,16.0,27.45,121.9,0.067,70.2,12.43,111.2,98.8,2.39,1.0,0.0
1878,27.72,119.1,0.006,72.0,10.98,110.5,99.5,3.74,2.0,1.91,106.8,0.073,68.0,-3.35,102.9,106.3,-2.55,15.0,1.0
1879,1.91,106.8,0.073,68.0,-3.35,102.9,106.3,-2.55,15.0,27.72,119.1,0.006,72.0,10.98,110.5,99.5,3.74,2.0,0.0
1880,25.51,117.2,-0.023,67.9,11.14,111.6,100.5,4.2,2.0,0.63,105.8,0.027999999999999997,63.6,-1.68,104.2,105.9,0.61,15.0,1.0
1881,0.63,105.8,0.027999999999999997,63.6,-1.68,104.2,105.9,0.61,15.0,25.51,117.2,-0.023,67.9,11.14,111.6,100.5,4.2,2.0,0.0
1882,23.05,122.3,-0.025,63.1,10.76,110.3,99.5,-0.53,7.0,22.48,126.0,-0.071,70.4,14.42,112.0,97.6,3.07,10.0,1.0
1883,22.48,126.0,-0.071,70.4,14.42,112.0,97.6,3.07,10.0,23.05,122.3,-0.025,63.1,10.76,110.3,99.5,-0.53,7.0,0.0
1884,15.51,111.4,-0.011000000000000001,66.9,10.99,110.6,99.6,4.01,9.0,15.03,109.9,0.031,63.0,9.39,110.7,101.3,-4.48,8.0,1.0
1885,15.03,109.9,0.031,63.0,9.39,110.7,101.3,-4.48,8.0,15.51,111.4,-0.011000000000000001,66.9,10.99,110.6,99.6,4.01,9.0,0.0
1886,28.22,120.7,0.037000000000000005,71.3,12.49,112.0,99.5,3.87,1.0,-4.04,103.5,0.125,68.6,-8.49,100.2,108.7,12.68,16.0,1.0
1887,-4.04,103.5,0.125,68.6,-8.49,100.2,108.7,12.68,16.0,28.22,120.7,0.037000000000000005,71.3,12.49,112.0,99.5,3.87,1.0,0.0
1888,25.02,118.2,0.034,67.0,8.05,109.2,101.2,0.51,3.0,4.2,110.8,0.013000000000000001,70.6,-1.94,103.7,105.7,-0.05,14.0,1.0
1889,4.2,110.8,0.013000000000000001,70.6,-1.94,103.7,105.7,-0.05,14.0,25.02,118.2,0.034,67.0,8.05,109.2,101.2,0.51,3.0,0.0
1890,16.26,111.5,-0.033,66.4,4.27,106.8,102.5,1.62,11.0,18.83,115.3,0.004,71.2,8.97,110.3,101.3,-1.24,6.0,1.0
1891,18.83,115.3,0.004,71.2,8.97,110.3,101.3,-1.24,6.0,16.26,111.5,-0.033,66.4,4.27,106.8,102.5,1.62,11.0,0.0
1892,20.8,108.9,-0.005,68.6,10.63,110.2,99.5,1.93,7.0,16.58,120.8,-0.057999999999999996,70.1,9.03,109.1,100.1,-2.16,10.0,1.0
1893,16.58,120.8,-0.057999999999999996,70.1,9.03,109.1,100.1,-2.16,10.0,20.8,108.9,-0.005,68.6,10.63,110.2,99.5,1.93,7.0,0.0
1894,23.63,124.0,0.021,72.6,5.17,108.0,102.8,-4.66,3.0,1.68,104.9,0.024,68.3,-1.92,104.4,106.3,-5.91,14.0,1.0
1895,1.68,104.9,0.024,68.3,-1.92,104.4,106.3,-5.91,14.0,23.63,124.0,0.021,72.6,5.17,108.0,102.8,-4.66,3.0,0.0
1896,13.45,114.2,0.079,68.7,5.49,108.8,103.3,-3.37,11.0,24.73,119.8,0.003,63.5,3.25,105.3,102.1,-0.92,6.0,1.0
1897,24.73,119.8,0.003,63.5,3.25,105.3,102.1,-0.92,6.0,13.45,114.2,0.079,68.7,5.49,108.8,103.3,-3.37,11.0,0.0
1898,26.14,118.7,-0.021,68.0,1.5,105.0,103.5,-0.32,10.0,15.57,111.9,-0.021,68.4,3.64,105.9,102.3,2.53,7.0,1.0
1899,15.57,111.9,-0.021,68.4,3.64,105.9,102.3,2.53,7.0,26.14,118.7,-0.021,68.0,1.5,105.0,103.5,-0.32,10.0,0.0
1900,23.31,118.4,0.046,66.0,7.13,108.7,101.5,1.69,2.0,23.67,118.7,0.03,60.2,0.41,104.3,103.9,-4.13,7.0,1.0
1901,23.67,118.7,0.03,60.2,0.41,104.3,103.9,-4.13,7.0,23.31,118.4,0.046,66.0,7.13,108.7,101.5,1.69,2.0,0.0
1902,20.76,117.7,0.002,65.9,10.81,110.8,100.0,5.12,4.0,-6.51,103.1,-0.025,69.3,-6.68,103.4,110.1,-2.98,,1.0
1903,-6.51,103.1,-0.025,69.3,-6.68,103.4,110.1,-2.98,,20.76,117.7,0.002,65.9,10.81,110.8,100.0,5.12,4.0,0.0
1904,27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,24.29,112.2,-0.03,59.2,11.68,111.5,99.8,2.29,5.0,1.0
1905,24.29,112.2,-0.03,59.2,11.68,111.5,99.8,2.29,5.0,27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,0.0
1906,32.05,118.4,0.02,70.1,2.99,106.2,103.3,1.01,1.0,15.81,111.3,0.019,65.6,8.32,109.0,100.7,-3.23,8.0,1.0
1907,15.81,111.3,0.019,65.6,8.32,109.0,100.7,-3.23,8.0,32.05,118.4,0.02,70.1,2.99,106.2,103.3,1.01,1.0,0.0
1908,23.12,117.0,0.016,69.1,9.0,109.6,100.6,-2.38,4.0,23.45,119.7,-0.019,68.4,14.05,112.6,98.6,-0.74,5.0,1.0
1909,23.45,119.7,-0.019,68.4,14.05,112.6,98.6,-0.74,5.0,23.12,117.0,0.016,69.1,9.0,109.6,100.6,-2.38,4.0,0.0
1910,27.17,116.5,-0.043,69.9,10.84,110.1,99.2,-7.97,4.0,19.74,118.1,0.024,67.0,10.24,110.1,99.8,-3.85,5.0,1.0
1911,19.74,118.1,0.024,67.0,10.24,110.1,99.8,-3.85,5.0,27.17,116.5,-0.043,69.9,10.84,110.1,99.2,-7.97,4.0,0.0
1912,22.99,115.1,-0.003,63.4,10.0,110.6,100.6,-1.29,8.0,29.88,122.4,0.01,64.1,9.33,109.8,100.5,3.55,1.0,1.0
1913,29.88,122.4,0.01,64.1,9.33,109.8,100.5,3.55,1.0,22.99,115.1,-0.003,63.4,10.0,110.6,100.6,-1.29,8.0,0.0
1914,16.7,115.7,0.044000000000000004,67.2,11.73,111.2,99.5,5.32,11.0,20.06,115.5,0.039,71.3,8.82,110.6,101.8,-3.95,3.0,1.0
1915,20.06,115.5,0.039,71.3,8.82,110.6,101.8,-3.95,3.0,16.7,115.7,0.044000000000000004,67.2,11.73,111.2,99.5,5.32,11.0,0.0
1916,24.23,117.1,0.023,63.7,13.08,111.7,98.6,1.67,3.0,13.45,114.2,0.079,68.7,5.49,108.8,103.3,-3.37,11.0,1.0
1917,13.45,114.2,0.079,68.7,5.49,108.8,103.3,-3.37,11.0,24.23,117.1,0.023,63.7,13.08,111.7,98.6,1.67,3.0,0.0
1918,27.45,121.9,0.067,70.2,12.43,111.2,98.8,2.39,1.0,15.51,111.4,-0.011000000000000001,66.9,10.99,110.6,99.6,4.01,9.0,1.0
1919,15.51,111.4,-0.011000000000000001,66.9,10.99,110.6,99.6,4.01,9.0,27.45,121.9,0.067,70.2,12.43,111.2,98.8,2.39,1.0,0.0
1920,27.72,119.1,0.006,72.0,10.98,110.5,99.5,3.74,2.0,26.14,118.7,-0.021,68.0,1.5,105.0,103.5,-0.32,10.0,1.0
1921,26.14,118.7,-0.021,68.0,1.5,105.0,103.5,-0.32,10.0,27.72,119.1,0.006,72.0,10.98,110.5,99.5,3.74,2.0,0.0
1922,23.05,122.3,-0.025,63.1,10.76,110.3,99.5,-0.53,7.0,25.51,117.2,-0.023,67.9,11.14,111.6,100.5,4.2,2.0,1.0
1923,25.51,117.2,-0.023,67.9,11.14,111.6,100.5,4.2,2.0,23.05,122.3,-0.025,63.1,10.76,110.3,99.5,-0.53,7.0,0.0
1924,28.22,120.7,0.037000000000000005,71.3,12.49,112.0,99.5,3.87,1.0,16.25,116.1,0.086,69.7,8.37,108.6,100.2,-1.55,8.0,1.0
1925,16.25,116.1,0.086,69.7,8.37,108.6,100.2,-1.55,8.0,28.22,120.7,0.037000000000000005,71.3,12.49,112.0,99.5,3.87,1.0,0.0
1926,25.02,118.2,0.034,67.0,8.05,109.2,101.2,0.51,3.0,16.26,111.5,-0.033,66.4,4.27,106.8,102.5,1.62,11.0,1.0
1927,16.26,111.5,-0.033,66.4,4.27,106.8,102.5,1.62,11.0,25.02,118.2,0.034,67.0,8.05,109.2,101.2,0.51,3.0,0.0
1928,20.8,108.9,-0.005,68.6,10.63,110.2,99.5,1.93,7.0,24.17,121.0,0.013999999999999999,68.3,11.43,111.0,99.6,0.03,2.0,1.0
1929,24.17,121.0,0.013999999999999999,68.3,11.43,111.0,99.6,0.03,2.0,20.8,108.9,-0.005,68.6,10.63,110.2,99.5,1.93,7.0,0.0
1930,23.63,124.0,0.021,72.6,5.17,108.0,102.8,-4.66,3.0,22.18,114.9,0.026000000000000002,63.5,4.17,107.1,103.0,-0.47,6.0,1.0
1931,22.18,114.9,0.026000000000000002,63.5,4.17,107.1,103.0,-0.47,6.0,23.63,124.0,0.021,72.6,5.17,108.0,102.8,-4.66,3.0,0.0
1932,32.05,118.4,0.02,70.1,2.99,106.2,103.3,1.01,1.0,27.17,116.5,-0.043,69.9,10.84,110.1,99.2,-7.97,4.0,1.0
1933,27.17,116.5,-0.043,69.9,10.84,110.1,99.2,-7.97,4.0,32.05,118.4,0.02,70.1,2.99,106.2,103.3,1.01,1.0,0.0
1934,27.45,121.9,0.067,70.2,12.43,111.2,98.8,2.39,1.0,23.12,117.0,0.016,69.1,9.0,109.6,100.6,-2.38,4.0,1.0
1935,23.12,117.0,0.016,69.1,9.0,109.6,100.6,-2.38,4.0,27.45,121.9,0.067,70.2,12.43,111.2,98.8,2.39,1.0,0.0
1936,25.02,118.2,0.034,67.0,8.05,109.2,101.2,0.51,3.0,23.05,122.3,-0.025,63.1,10.76,110.3,99.5,-0.53,7.0,1.0
1937,23.05,122.3,-0.025,63.1,10.76,110.3,99.5,-0.53,7.0,25.02,118.2,0.034,67.0,8.05,109.2,101.2,0.51,3.0,0.0
1938,16.7,115.7,0.044000000000000004,67.2,11.73,111.2,99.5,5.32,11.0,23.31,118.4,0.046,66.0,7.13,108.7,101.5,1.69,2.0,1.0
1939,23.31,118.4,0.046,66.0,7.13,108.7,101.5,1.69,2.0,16.7,115.7,0.044000000000000004,67.2,11.73,111.2,99.5,5.32,11.0,0.0
1940,27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,22.99,115.1,-0.003,63.4,10.0,110.6,100.6,-1.29,8.0,1.0
1941,22.99,115.1,-0.003,63.4,10.0,110.6,100.6,-1.29,8.0,27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,0.0
1942,27.72,119.1,0.006,72.0,10.98,110.5,99.5,3.74,2.0,23.63,124.0,0.021,72.6,5.17,108.0,102.8,-4.66,3.0,1.0
1943,23.63,124.0,0.021,72.6,5.17,108.0,102.8,-4.66,3.0,27.72,119.1,0.006,72.0,10.98,110.5,99.5,3.74,2.0,0.0
1944,28.22,120.7,0.037000000000000005,71.3,12.49,112.0,99.5,3.87,1.0,20.76,117.7,0.002,65.9,10.81,110.8,100.0,5.12,4.0,1.0
1945,20.76,117.7,0.002,65.9,10.81,110.8,100.0,5.12,4.0,28.22,120.7,0.037000000000000005,71.3,12.49,112.0,99.5,3.87,1.0,0.0
1946,20.8,108.9,-0.005,68.6,10.63,110.2,99.5,1.93,7.0,24.23,117.1,0.023,63.7,13.08,111.7,98.6,1.67,3.0,1.0
1947,24.23,117.1,0.023,63.7,13.08,111.7,98.6,1.67,3.0,20.8,108.9,-0.005,68.6,10.63,110.2,99.5,1.93,7.0,0.0
1948,32.05,118.4,0.02,70.1,2.99,106.2,103.3,1.01,1.0,16.7,115.7,0.044000000000000004,67.2,11.73,111.2,99.5,5.32,11.0,1.0
1949,16.7,115.7,0.044000000000000004,67.2,11.73,111.2,99.5,5.32,11.0,32.05,118.4,0.02,70.1,2.99,106.2,103.3,1.01,1.0,0.0
1950,25.02,118.2,0.034,67.0,8.05,109.2,101.2,0.51,3.0,27.45,121.9,0.067,70.2,12.43,111.2,98.8,2.39,1.0,1.0
1951,27.45,121.9,0.067,70.2,12.43,111.2,98.8,2.39,1.0,25.02,118.2,0.034,67.0,8.05,109.2,101.2,0.51,3.0,0.0
1952,28.22,120.7,0.037000000000000005,71.3,12.49,112.0,99.5,3.87,1.0,27.72,119.1,0.006,72.0,10.98,110.5,99.5,3.74,2.0,1.0
1953,27.72,119.1,0.006,72.0,10.98,110.5,99.5,3.74,2.0,28.22,120.7,0.037000000000000005,71.3,12.49,112.0,99.5,3.87,1.0,0.0
1954,20.8,108.9,-0.005,68.6,10.63,110.2,99.5,1.93,7.0,27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,1.0
1955,27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,20.8,108.9,-0.005,68.6,10.63,110.2,99.5,1.93,7.0,0.0
1956,32.05,118.4,0.02,70.1,2.99,106.2,103.3,1.01,1.0,20.8,108.9,-0.005,68.6,10.63,110.2,99.5,1.93,7.0,1.0
1957,20.8,108.9,-0.005,68.6,10.63,110.2,99.5,1.93,7.0,32.05,118.4,0.02,70.1,2.99,106.2,103.3,1.01,1.0,0.0
1958,28.22,120.7,0.037000000000000005,71.3,12.49,112.0,99.5,3.87,1.0,25.02,118.2,0.034,67.0,8.05,109.2,101.2,0.51,3.0,1.0
1959,25.02,118.2,0.034,67.0,8.05,109.2,101.2,0.51,3.0,28.22,120.7,0.037000000000000005,71.3,12.49,112.0,99.5,3.87,1.0,0.0
1960,28.22,120.7,0.037000000000000005,71.3,12.49,112.0,99.5,3.87,1.0,32.05,118.4,0.02,70.1,2.99,106.2,103.3,1.01,1.0,1.0
1961,32.05,118.4,0.02,70.1,2.99,106.2,103.3,1.01,1.0,28.22,120.7,0.037000000000000005,71.3,12.49,112.0,99.5,3.87,1.0,0.0
1962,0.07,102.9,0.063,63.0,-4.03,102.8,106.9,3.49,16.0,-8.27,102.3,0.012,71.6,-8.68,100.2,108.9,-6.06,16.0,1.0
1963,-8.27,102.3,0.012,71.6,-8.68,100.2,108.9,-6.06,16.0,0.07,102.9,0.063,63.0,-4.03,102.8,106.9,3.49,16.0,0.0
1964,11.21,110.8,0.078,69.4,2.8,107.0,104.2,1.17,11.0,13.52,115.0,-0.027000000000000003,70.3,6.42,108.1,101.7,2.93,11.0,1.0
1965,13.52,115.0,-0.027000000000000003,70.3,6.42,108.1,101.7,2.93,11.0,11.21,110.8,0.078,69.4,2.8,107.0,104.2,1.17,11.0,0.0
1966,14.82,107.0,0.021,62.9,9.81,111.3,101.5,-0.2,11.0,14.13,116.7,-0.083,71.3,5.48,107.4,101.9,0.94,11.0,1.0
1967,14.13,116.7,-0.083,71.3,5.48,107.4,101.9,0.94,11.0,14.82,107.0,0.021,62.9,9.81,111.3,101.5,-0.2,11.0,0.0
1968,-6.65,104.6,-0.01,71.7,-6.3,101.0,107.3,17.2,16.0,-13.41,96.6,0.019,65.0,-12.78,98.4,111.2,-1.47,16.0,1.0
1969,-13.41,96.6,0.019,65.0,-12.78,98.4,111.2,-1.47,16.0,-6.65,104.6,-0.01,71.7,-6.3,101.0,107.3,17.2,16.0,0.0
1970,13.41,108.7,0.017,68.7,11.17,110.9,99.7,2.54,9.0,16.03,115.3,-0.018000000000000002,68.7,7.91,109.2,101.3,-9.76,8.0,1.0
1971,16.03,115.3,-0.018000000000000002,68.7,7.91,109.2,101.3,-9.76,8.0,13.41,108.7,0.017,68.7,11.17,110.9,99.7,2.54,9.0,0.0
1972,11.53,114.7,0.006,72.7,-0.06,105.1,105.2,3.87,13.0,17.7,118.0,0.036000000000000004,67.1,5.96,108.5,102.5,2.51,4.0,1.0
1973,17.7,118.0,0.036000000000000004,67.1,5.96,108.5,102.5,2.51,4.0,11.53,114.7,0.006,72.7,-0.06,105.1,105.2,3.87,13.0,0.0
1974,28.86,122.4,-0.034,69.7,10.6,110.4,99.8,4.09,2.0,2.63,110.0,-0.008,70.7,-2.12,103.1,105.2,2.14,15.0,1.0
1975,2.63,110.0,-0.008,70.7,-2.12,103.1,105.2,2.14,15.0,28.86,122.4,-0.034,69.7,10.6,110.4,99.8,4.09,2.0,0.0
1976,18.96,114.5,-0.059000000000000004,67.1,10.74,110.2,99.5,4.57,6.0,11.21,110.8,0.078,69.4,2.8,107.0,104.2,1.17,11.0,1.0
1977,11.21,110.8,0.078,69.4,2.8,107.0,104.2,1.17,11.0,18.96,114.5,-0.059000000000000004,67.1,10.74,110.2,99.5,4.57,6.0,0.0
1978,23.03,118.1,0.009000000000000001,69.4,1.57,106.4,104.8,3.12,4.0,9.22,104.9,-0.024,65.2,-4.57,103.7,108.2,-3.46,13.0,1.0
1979,9.22,104.9,-0.024,65.2,-4.57,103.7,108.2,-3.46,13.0,23.03,118.1,0.009000000000000001,69.4,1.57,106.4,104.8,3.12,4.0,0.0
1980,20.24,114.6,-0.015,68.4,3.9,106.6,102.7,-3.08,6.0,14.09,110.5,-0.032,68.8,3.46,107.2,103.8,-0.8,11.0,1.0
1981,14.09,110.5,-0.032,68.8,3.46,107.2,103.8,-0.8,11.0,20.24,114.6,-0.015,68.4,3.9,106.6,102.7,-3.08,6.0,0.0
1982,23.49,120.9,0.076,68.8,12.41,111.7,99.3,3.55,1.0,3.69,103.1,0.076,68.9,-4.15,103.7,107.8,-2.98,16.0,1.0
1983,3.69,103.1,0.076,68.9,-4.15,103.7,107.8,-2.98,16.0,23.49,120.9,0.076,68.8,12.41,111.7,99.3,3.55,1.0,0.0
1984,20.44,115.8,-0.008,68.8,10.91,110.8,99.8,4.67,5.0,14.7,117.0,-0.063,64.5,2.11,105.6,103.5,1.33,12.0,1.0
1985,14.7,117.0,-0.063,64.5,2.11,105.6,103.5,1.33,12.0,20.44,115.8,-0.008,68.8,10.91,110.8,99.8,4.67,5.0,0.0
1986,16.39,111.4,0.077,65.5,2.48,104.8,102.3,-5.47,11.0,15.43,112.9,0.017,67.0,8.08,109.1,101.0,-3.82,6.0,1.0
1987,15.43,112.9,0.017,67.0,8.08,109.1,101.0,-3.82,6.0,16.39,111.4,0.077,65.5,2.48,104.8,102.3,-5.47,11.0,0.0
1988,24.2,114.7,0.052000000000000005,64.9,10.32,111.4,101.1,-4.83,3.0,10.4,108.8,0.0,68.0,-1.96,104.0,106.0,2.09,14.0,1.0
1989,10.4,108.8,0.0,68.0,-1.96,104.0,106.0,2.09,14.0,24.2,114.7,0.052000000000000005,64.9,10.32,111.4,101.1,-4.83,3.0,0.0
1990,21.16,116.0,0.02,67.0,8.75,109.8,101.1,0.26,5.0,10.2,113.8,0.09699999999999999,70.5,-0.09,105.8,105.9,3.59,12.0,1.0
1991,10.2,113.8,0.09699999999999999,70.5,-0.09,105.8,105.9,3.59,12.0,21.16,116.0,0.02,67.0,8.75,109.8,101.1,0.26,5.0,0.0
1992,13.93,111.1,0.063,68.4,3.49,107.6,104.1,3.83,7.0,14.16,114.6,-0.008,75.5,11.68,111.3,99.6,2.13,10.0,1.0
1993,14.16,114.6,-0.008,75.5,11.68,111.3,99.6,2.13,10.0,13.93,111.1,0.063,68.4,3.49,107.6,104.1,3.83,7.0,0.0
1994,18.04,116.9,-0.027999999999999997,69.5,10.12,110.5,100.4,0.0,8.0,14.52,116.3,-0.001,71.4,7.71,108.6,100.9,-9.71,9.0,1.0
1995,14.52,116.3,-0.001,71.4,7.71,108.6,100.9,-9.71,9.0,18.04,116.9,-0.027999999999999997,69.5,10.12,110.5,100.4,0.0,8.0,0.0
1996,22.27,114.6,0.019,66.0,11.01,111.2,100.2,7.1,3.0,2.89,100.6,0.07400000000000001,68.3,-3.79,102.7,106.5,2.23,14.0,1.0
1997,2.89,100.6,0.07400000000000001,68.3,-3.79,102.7,106.5,2.23,14.0,22.27,114.6,0.019,66.0,11.01,111.2,100.2,7.1,3.0,0.0
1998,22.59,113.3,-0.006999999999999999,66.7,10.31,110.7,100.4,-5.24,3.0,5.58,104.5,0.031,71.1,-7.16,100.6,107.8,-2.26,14.0,1.0
1999,5.58,104.5,0.031,71.1,-7.16,100.6,107.8,-2.26,14.0,22.59,113.3,-0.006999999999999999,66.7,10.31,110.7,100.4,-5.24,3.0,0.0
2000,33.76,127.8,-0.018000000000000002,68.7,11.31,111.3,100.0,3.98,1.0,0.07,102.9,0.063,63.0,-4.03,102.8,106.9,3.49,16.0,1.0
2001,0.07,102.9,0.063,63.0,-4.03,102.8,106.9,3.49,16.0,33.76,127.8,-0.018000000000000002,68.7,11.31,111.3,100.0,3.98,1.0,0.0
2002,18.69,115.4,0.034,72.6,7.52,108.8,101.3,-1.86,4.0,5.16,108.7,0.035,64.9,-4.06,104.8,108.9,-7.64,13.0,1.0
2003,5.16,108.7,0.035,64.9,-4.06,104.8,108.9,-7.64,13.0,18.69,115.4,0.034,72.6,7.52,108.8,101.3,-1.86,4.0,0.0
2004,19.05,116.2,-0.047,67.6,11.21,112.0,100.8,0.11,10.0,14.69,116.3,0.059000000000000004,69.7,9.9,110.5,100.6,0.87,7.0,1.0
2005,14.69,116.3,0.059000000000000004,69.7,9.9,110.5,100.6,0.87,7.0,19.05,116.2,-0.047,67.6,11.21,112.0,100.8,0.11,10.0,0.0
2006,26.6,113.4,-0.019,64.5,3.46,106.9,103.4,-4.21,2.0,6.92,108.8,-0.015,66.8,-2.51,103.4,105.9,-3.22,15.0,1.0
2007,6.92,108.8,-0.015,66.8,-2.51,103.4,105.9,-3.22,15.0,26.6,113.4,-0.019,64.5,3.46,106.9,103.4,-4.21,2.0,0.0
2008,21.65,114.2,-0.009000000000000001,66.1,10.22,110.6,100.4,-1.91,5.0,12.92,107.9,0.027000000000000003,68.5,-1.4,104.0,105.4,3.7,12.0,1.0
2009,12.92,107.9,0.027000000000000003,68.5,-1.4,104.0,105.4,3.7,12.0,21.65,114.2,-0.009000000000000001,66.1,10.22,110.6,100.4,-1.91,5.0,0.0
